,date,open,close,high,low,volume,code
0,2017-09-18,14.64,14.64,14.64,14.64,76.0,603813
1,2017-09-19,16.1,16.1,16.1,16.1,27.0,603813
2,2017-09-20,17.71,17.71,17.71,17.71,51.0,603813
3,2017-09-21,19.48,19.48,19.48,19.48,136.0,603813
4,2017-09-22,21.43,21.43,21.43,21.43,375.0,603813
5,2017-09-25,23.57,23.57,23.57,23.57,265.0,603813
6,2017-09-26,25.93,25.93,25.93,25.93,395.0,603813
7,2017-09-27,28.52,28.52,28.52,28.52,516.0,603813
8,2017-09-28,31.37,31.37,31.37,31.37,977.0,603813
9,2017-09-29,34.51,34.51,34.51,34.51,1619.0,603813
10,2017-10-09,37.96,37.96,37.96,37.96,3618.0,603813
11,2017-10-10,35.96,41.76,41.76,34.58,158612.0,603813
12,2017-10-11,41.01,45.94,45.94,40.18,146015.0,603813
13,2017-10-12,50.0,50.53,50.53,46.5,122156.0,603813
14,2017-10-13,51.0,55.58,55.58,49.0,145834.0,603813
15,2017-10-16,54.95,50.02,54.99,50.02,41856.0,603813
16,2017-10-17,46.99,55.02,55.02,46.03,146100.0,603813
17,2017-10-18,54.0,49.75,54.5,49.52,128581.0,603813
18,2017-10-19,48.43,49.01,51.88,47.0,96396.0,603813
19,2017-10-20,49.47,50.62,53.28,48.45,113668.0,603813
20,2017-10-23,51.0,53.69,55.5,50.08,122349.0,603813
21,2017-10-24,50.0,48.32,50.78,48.32,85270.0,603813
22,2017-10-25,46.55,46.0,47.29,45.01,78747.0,603813
23,2017-10-26,45.5,44.54,45.98,44.12,62338.0,603813
24,2017-10-27,44.33,42.93,45.16,42.71,50886.0,603813
25,2017-10-30,42.0,38.97,42.66,38.75,50307.0,603813
26,2017-10-31,39.63,42.04,42.67,39.3,71933.0,603813
27,2017-11-01,42.02,41.15,42.37,40.1,54331.0,603813
28,2017-11-02,41.5,42.21,43.29,41.0,56814.0,603813
29,2017-11-03,41.91,42.27,42.99,41.4,46392.0,603813
30,2017-11-06,43.02,42.69,44.4,42.42,43988.0,603813
31,2017-11-07,42.0,42.5,42.6,41.0,44614.0,603813
32,2017-11-08,42.04,43.94,44.88,41.81,78462.0,603813
33,2017-11-09,43.02,42.47,43.46,42.1,54583.0,603813
34,2017-11-10,42.65,41.44,42.65,40.01,54485.0,603813
35,2017-11-13,41.06,40.06,41.31,39.68,43480.0,603813
36,2017-11-14,39.9,39.05,40.0,38.81,33712.0,603813
37,2017-11-15,38.55,37.17,38.99,36.8,37727.0,603813
38,2017-11-16,37.3,37.27,37.89,37.01,26460.0,603813
39,2017-11-17,37.02,33.55,37.47,33.54,36969.0,603813
40,2017-11-20,33.4,34.18,34.38,31.13,29068.0,603813
41,2017-11-21,33.8,33.37,34.2,31.82,23561.0,603813
42,2017-11-22,33.27,32.84,33.8,32.42,16315.0,603813
43,2017-11-23,32.79,30.32,32.79,30.12,22412.0,603813
44,2017-11-24,29.88,30.0,30.88,29.79,15575.0,603813
45,2017-11-27,30.0,29.87,30.72,29.45,14675.0,603813
46,2017-11-28,29.67,30.82,30.85,29.67,17399.0,603813
47,2017-11-29,30.95,30.53,30.95,30.01,16905.0,603813
48,2017-11-30,30.43,30.84,31.28,30.42,19065.0,603813
49,2017-12-01,30.84,30.67,30.84,30.07,14582.0,603813
50,2017-12-04,30.4,27.74,30.4,27.65,27053.0,603813
51,2017-12-05,27.6,26.69,28.3,26.0,21095.0,603813
52,2017-12-06,26.69,27.56,27.64,26.31,20339.0,603813
53,2017-12-07,27.3,27.43,27.89,27.15,15504.0,603813
54,2017-12-08,27.45,30.17,30.17,27.25,42147.0,603813
55,2017-12-11,29.93,29.81,29.96,29.33,35561.0,603813
